DATA,REPL,NRET,MTHD,BIPA,BIPB,BRLN,BRLN_MAP_GT,BRLN_MLE_GT,BRLN_MLE_RI,Q1,Q2,Q3,EN,PP
Palaeognathae,5,10,astral-bp,"aptHaa,aptOwe,aptRow","casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",inf,0.980829,inf,inf,1.000000,0.000000,0.000000,3.000000,0.952381
Palaeognathae,5,10,astral-bp,"aptHaa,aptRow","aptOwe,casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
Palaeognathae,5,10,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,rheAme,rhePen,strCam","cryCin,eudEle,galGal,notPer,tinGut",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
Palaeognathae,5,10,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,galGal,rheAme,rhePen,strCam","cryCin,eudEle,notPer,tinGut",inf,0.980829,inf,inf,1.000000,0.000000,0.000000,3.000000,0.952381
Palaeognathae,5,10,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam","cryCin,tinGut",inf,0.287682,inf,inf,1.000000,0.000000,0.000000,1.000000,0.666667
Palaeognathae,5,10,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,galGal,rheAme,rhePen,strCam,tinGut","eudEle,notPer",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
Palaeognathae,5,50,astral-bp,"aptHaa,aptOwe,aptRow,cryCin,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut","casCas,droNov",1.317156,1.143348,1.777773,1.317156,0.887324,0.000000,0.112676,7.888889,0.996750
Palaeognathae,5,50,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,strCam,tinGut","rheAme,rhePen",inf,1.940605,inf,inf,1.000000,0.000000,0.000000,9.444444,0.999958
Palaeognathae,5,50,astral-bp,"aptHaa,aptOwe,aptRow,cryCin,eudEle,galGal,notPer,strCam,tinGut","casCas,droNov,rheAme,rhePen",0.180132,0.012270,0.195309,0.180132,0.451613,0.258065,0.290323,3.100000,0.447972
Palaeognathae,5,50,astral-bp,"aptHaa,aptOwe,aptRow,galGal,strCam","casCas,cryCin,droNov,eudEle,notPer,rheAme,rhePen,tinGut",0.567143,0.234572,0.693147,0.567143,0.666667,0.051282,0.282051,2.437500,0.632218
Palaeognathae,5,50,astral-bp,"aptHaa,aptOwe,aptRow,strCam","casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,tinGut",0.180132,0.039221,0.195309,0.180132,0.451613,0.290323,0.258065,3.875000,0.466582
Palaeognathae,5,50,astral-bp,"aptHaa,aptOwe,aptRow","casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",inf,1.908170,inf,inf,1.000000,0.000000,0.000000,9.111111,0.999940
Palaeognathae,5,50,astral-bp,"aptHaa,aptOwe","aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",inf,0.287682,inf,inf,1.000000,0.000000,0.000000,1.000000,0.666667
Palaeognathae,5,50,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,galGal,rheAme,rhePen,strCam","cryCin,eudEle,notPer,tinGut",inf,2.299246,inf,inf,1.000000,0.000000,0.000000,13.950000,1.000000
Palaeognathae,5,50,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam","cryCin,tinGut",inf,1.203973,inf,inf,1.000000,0.000000,0.000000,4.000000,0.983740
Palaeognathae,5,50,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,galGal,rheAme,rhePen,strCam,tinGut","eudEle,notPer",0.432563,0.287682,0.510826,0.432563,0.600000,0.400000,0.000000,5.000000,0.666667
Palaeognathae,5,100,astral-bp,"aptHaa,aptOwe,aptRow,cryCin,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut","casCas,droNov",2.091878,1.723333,2.887281,2.091878,0.962848,0.024768,0.012384,10.766667,0.999960
Palaeognathae,5,100,astral-bp,"aptHaa,aptOwe,aptRow,galGal,strCam","casCas,cryCin,droNov,eudEle,notPer,rheAme,rhePen,tinGut",0.173000,0.091708,0.187039,0.173000,0.447059,0.188235,0.364706,7.083333,0.500533
Palaeognathae,5,100,astral-bp,"aptHaa,aptOwe,aptRow,galGal","casCas,cryCin,droNov,eudEle,notPer,rheAme,rhePen,strCam,tinGut",0.092487,0.036368,0.096627,0.092487,0.394737,0.263158,0.342105,9.500000,0.441161
Palaeognathae,5,100,astral-bp,"aptHaa,aptOwe,aptRow","casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",inf,2.744418,inf,inf,1.000000,0.000000,0.000000,22.333333,1.000000
Palaeognathae,5,100,astral-bp,"aptHaa,aptOwe","aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",0.770953,0.693147,0.980829,0.770953,0.750000,0.125000,0.125000,8.000000,0.969408
Palaeognathae,5,100,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,galGal,strCam","cryCin,eudEle,notPer,rheAme,rhePen,tinGut",0.195763,0.084083,0.213574,0.195763,0.461538,0.365385,0.173077,5.200000,0.492355
Palaeognathae,5,100,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,strCam,tinGut","rheAme,rhePen",2.024638,2.066538,2.793208,2.024638,0.959184,0.040816,0.000000,21.000000,1.000000
Palaeognathae,5,100,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,galGal,rheAme,rhePen,strCam","cryCin,eudEle,notPer,tinGut",inf,2.763620,inf,inf,1.000000,0.000000,0.000000,22.785714,1.000000
Palaeognathae,5,100,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam","cryCin,tinGut",inf,2.036882,inf,inf,1.000000,0.000000,0.000000,10.500000,0.999987
Palaeognathae,5,100,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,galGal,rheAme,rhePen,strCam,tinGut","eudEle,notPer",0.257628,0.154151,0.287682,0.257628,0.500000,0.333333,0.166667,6.000000,0.579487
Palaeognathae,5,500,astral-bp,"aptHaa,aptOwe,aptRow,cryCin,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut","casCas,droNov",2.290640,2.721116,3.162704,2.290640,0.971793,0.006369,0.021838,61.055556,1.000000
Palaeognathae,5,500,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,eudEle,notPer,rheAme,rhePen,tinGut","galGal,strCam",0.414942,0.452084,0.487561,0.414942,0.590585,0.195435,0.213980,38.944444,0.998243
Palaeognathae,5,500,astral-bp,"aptHaa,aptOwe,aptRow,cryCin,eudEle,notPer,rheAme,rhePen,tinGut","casCas,droNov,galGal,strCam",0.072776,0.053822,0.075358,0.072776,0.381726,0.328934,0.289340,27.361111,0.491594
Palaeognathae,5,500,astral-bp,"aptHaa,aptOwe,aptRow","casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",3.966454,3.972255,5.349090,3.966454,0.996832,0.000000,0.003168,105.208333,1.000000
Palaeognathae,5,500,astral-bp,"aptHaa,aptOwe","aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",1.019984,1.233532,1.342492,1.019984,0.825871,0.074627,0.099502,40.200000,1.000000
Palaeognathae,5,500,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,galGal,strCam","cryCin,eudEle,notPer,rheAme,rhePen,tinGut",0.046434,0.029493,0.047495,0.046434,0.364256,0.283765,0.351978,30.541667,0.422662
Palaeognathae,5,500,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,strCam,tinGut","rheAme,rhePen",3.344283,3.796929,4.562031,3.344283,0.993039,0.006961,0.000000,123.142857,1.000000
Palaeognathae,5,500,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,galGal,rheAme,rhePen,strCam","cryCin,eudEle,notPer,tinGut",3.166942,3.569894,4.332924,3.166942,0.991247,0.002918,0.005835,97.928571,1.000000
Palaeognathae,5,500,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam","cryCin,tinGut",1.213033,1.492845,1.625360,1.213033,0.868773,0.054678,0.076549,45.722222,1.000000
Palaeognathae,5,500,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,galGal,rheAme,rhePen,strCam,tinGut","eudEle,notPer",0.540798,0.613898,0.656874,0.540798,0.654354,0.274406,0.071240,42.111111,0.999951
Palaeognathae,5,1000,astral-bp,"aptHaa,aptOwe,aptRow,cryCin,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut","casCas,droNov",1.734283,2.279226,2.381810,1.734283,0.938411,0.037489,0.024100,140.041667,1.000000
Palaeognathae,5,1000,astral-bp,"aptHaa,aptOwe,aptRow","casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",2.967312,3.740217,4.072156,2.967312,0.988640,0.004544,0.006816,220.062500,1.000000
Palaeognathae,5,1000,astral-bp,"aptHaa,aptOwe","aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",1.035728,1.310871,1.365532,1.035728,0.829837,0.088578,0.081585,85.800000,1.000000
Palaeognathae,5,1000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov","cryCin,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",0.039860,0.032528,0.040643,0.039860,0.359886,0.282680,0.357435,68.000000,0.429771
Palaeognathae,5,1000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,eudEle,notPer,rheAme,rhePen,tinGut","galGal,strCam",0.373450,0.416274,0.433420,0.373450,0.567808,0.232548,0.199644,74.966667,0.999944
Palaeognathae,5,1000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,galGal,strCam","cryCin,eudEle,notPer,rheAme,rhePen,tinGut",0.091909,0.086513,0.095997,0.091909,0.394356,0.301522,0.304122,67.325000,0.683850
Palaeognathae,5,1000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,strCam,tinGut","rheAme,rhePen",3.020359,3.821152,4.141757,3.020359,0.989403,0.007548,0.003048,246.035714,1.000000
Palaeognathae,5,1000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,galGal,rheAme,rhePen,strCam","cryCin,eudEle,notPer,tinGut",3.150167,3.849107,4.311132,3.150167,0.991054,0.003045,0.005900,187.642857,1.000000
Palaeognathae,5,1000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam","cryCin,tinGut",1.225768,1.574652,1.644018,1.225768,0.871199,0.080501,0.048301,93.166667,1.000000
Palaeognathae,5,1000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,galGal,rheAme,rhePen,strCam,tinGut","eudEle,notPer",0.386092,0.432596,0.449818,0.386092,0.574837,0.227766,0.197397,76.833333,0.999974
Palaeognathae,5,5000,astral-bp,"aptHaa,aptOwe,aptRow,cryCin,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut","casCas,droNov",2.055005,2.800455,2.835749,2.055005,0.960884,0.018673,0.020443,682.791667,1.000000
Palaeognathae,5,5000,astral-bp,"aptHaa,aptOwe,aptRow","casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",3.047115,4.085218,4.176778,3.047115,0.989768,0.005519,0.004713,1007.875000,1.000000
Palaeognathae,5,5000,astral-bp,"aptHaa,aptOwe","aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",0.970725,1.260678,1.270484,0.970725,0.812869,0.093452,0.093679,439.800000,1.000000
Palaeognathae,5,5000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov","cryCin,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",0.054508,0.054173,0.055966,0.054508,0.369619,0.321115,0.309266,325.861111,0.791253
Palaeognathae,5,5000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,strCam,tinGut","rheAme,rhePen",4.214408,5.377584,5.656418,4.214408,0.997670,0.001378,0.000952,1330.466667,1.000000
Palaeognathae,5,5000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,rheAme,rhePen","cryCin,eudEle,galGal,notPer,strCam,tinGut",0.016210,0.014746,0.016341,0.016210,0.344139,0.327893,0.327969,327.775000,0.457693
Palaeognathae,5,5000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,eudEle,notPer,rheAme,rhePen,tinGut","galGal,strCam",0.407144,0.473097,0.477316,0.407144,0.586369,0.217071,0.196560,334.321429,1.000000
Palaeognathae,5,5000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,galGal,rheAme,rhePen,strCam","cryCin,eudEle,notPer,tinGut",3.560277,4.659138,4.838069,3.560277,0.994718,0.003199,0.002083,960.214286,1.000000
Palaeognathae,5,5000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam","cryCin,tinGut",1.190403,1.579013,1.592196,1.190403,0.864348,0.072464,0.063188,479.166667,1.000000
Palaeognathae,5,5000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,galGal,rheAme,rhePen,strCam,tinGut","eudEle,notPer",0.328545,0.372630,0.375920,0.328545,0.542228,0.228576,0.229196,358.500000,1.000000
Palaeognathae,5,10000,astral-bp,"aptHaa,aptOwe,aptRow,cryCin,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut","casCas,droNov",1.998744,2.740294,2.756860,1.998744,0.957673,0.018439,0.023888,1353.541667,1.000000
Palaeognathae,5,10000,astral-bp,"aptHaa,aptOwe,aptRow","casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",3.055207,4.140224,4.187358,3.055207,0.989876,0.005726,0.004398,2024.843750,1.000000
Palaeognathae,5,10000,astral-bp,"aptHaa,aptOwe","aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",0.991600,1.295898,1.300982,0.991600,0.818490,0.096979,0.084531,883.700000,1.000000
Palaeognathae,5,10000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov","cryCin,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",0.036000,0.035782,0.036640,0.036000,0.357318,0.327119,0.315563,646.638889,0.759278
Palaeognathae,5,10000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,strCam,tinGut","rheAme,rhePen",3.961726,5.231518,5.343198,3.961726,0.996813,0.001953,0.001235,2646.133333,1.000000
Palaeognathae,5,10000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,rheAme,rhePen","cryCin,eudEle,galGal,notPer,strCam,tinGut",0.014376,0.013683,0.014478,0.014376,0.342916,0.341618,0.315466,654.825000,0.441782
Palaeognathae,5,10000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,eudEle,notPer,rheAme,rhePen,tinGut","galGal,strCam",0.397299,0.462380,0.464427,0.397299,0.581003,0.214811,0.204186,675.678571,1.000000
Palaeognathae,5,10000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,galGal,rheAme,rhePen,strCam","cryCin,eudEle,notPer,tinGut",3.373385,4.527344,4.599410,3.373385,0.993295,0.003704,0.003001,1981.410714,1.000000
Palaeognathae,5,10000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam","cryCin,tinGut",1.147376,1.522930,1.529126,1.147376,0.855517,0.070928,0.073555,951.666667,1.000000
Palaeognathae,5,10000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,galGal,rheAme,rhePen,strCam,tinGut","eudEle,notPer",0.331676,0.378158,0.379891,0.331676,0.544043,0.214835,0.241123,686.833333,1.000000
Palaeognathae,5,50000,astral-bp,"aptHaa,aptOwe,aptRow,cryCin,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut","casCas,droNov",2.023607,2.788227,2.791762,2.023607,0.959125,0.020211,0.020664,6623.791667,1.000000
Palaeognathae,5,50000,astral-bp,"aptHaa,aptOwe,aptRow","casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",3.077732,4.206599,4.216781,3.077732,0.990169,0.004966,0.004865,9841.625000,1.000000
Palaeognathae,5,50000,astral-bp,"aptHaa,aptOwe","aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",1.054164,1.391416,1.392525,1.054164,0.834369,0.080591,0.085040,4540.200000,1.000000
Palaeognathae,5,50000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov","cryCin,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",0.040794,0.041434,0.041614,0.040794,0.360507,0.322761,0.316732,3123.958333,0.997652
Palaeognathae,5,50000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,eudEle,notPer,tinGut","galGal,rheAme,rhePen,strCam",0.021471,0.021529,0.021700,0.021471,0.347644,0.321671,0.330685,3111.875000,0.866626
Palaeognathae,5,50000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,eudEle,notPer,rheAme,rhePen,tinGut","galGal,strCam",0.387352,0.451050,0.451456,0.387352,0.575533,0.210799,0.213668,3331.500000,1.000000
Palaeognathae,5,50000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,strCam,tinGut","rheAme,rhePen",4.135450,5.530180,5.558907,4.135450,0.997431,0.001201,0.001368,13323.000000,1.000000
Palaeognathae,5,50000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,galGal,rheAme,rhePen,strCam","cryCin,eudEle,notPer,tinGut",3.169113,4.324473,4.335744,3.169113,0.991272,0.004671,0.004057,10019.375000,1.000000
Palaeognathae,5,50000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam","cryCin,tinGut",1.166244,1.555511,1.556784,1.166244,0.859458,0.066662,0.073880,4802.833333,1.000000
Palaeognathae,5,50000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,galGal,rheAme,rhePen,strCam,tinGut","eudEle,notPer",0.306633,0.347975,0.348307,0.306633,0.529412,0.237360,0.233228,3388.666667,1.000000
Palaeognathae,6,100000,astral-bp,"aptHaa,aptOwe","aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",1.048677,1.383942,1.384491,1.048677,0.833033,0.083132,0.083836,9086.800000,1.000000
Palaeognathae,6,100000,astral-bp,"aptHaa,aptOwe,aptRow","casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",3.001159,4.111980,4.116592,3.001159,0.989133,0.005235,0.005632,19693.281250,1.000000
Palaeognathae,6,100000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov","cryCin,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",0.063050,0.064901,0.064995,0.063050,0.375285,0.319510,0.305205,6384.333333,1.000000
Palaeognathae,6,100000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,strCam,tinGut","rheAme,rhePen",4.294515,5.737620,5.755026,4.294515,0.997889,0.001072,0.001039,26919.700000,1.000000
Palaeognathae,6,100000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,rheAme,rhePen","cryCin,eudEle,galGal,notPer,strCam,tinGut",0.023680,0.023874,0.023958,0.023680,0.349115,0.330091,0.320793,6380.125000,0.985882
Palaeognathae,6,100000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,eudEle,notPer,rheAme,rhePen,tinGut","galGal,strCam",0.375897,0.436392,0.436588,0.375897,0.569175,0.213735,0.217090,6748.178571,1.000000
Palaeognathae,6,100000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,galGal,rheAme,rhePen,strCam","cryCin,eudEle,notPer,tinGut",3.133034,4.283444,4.288852,3.133034,0.990853,0.004502,0.004645,19975.071429,1.000000
Palaeognathae,6,100000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam","cryCin,tinGut",1.116091,1.482663,1.483264,1.116091,0.848736,0.075945,0.075319,9318.888889,1.000000
Palaeognathae,6,100000,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,galGal,rheAme,rhePen,strCam,tinGut","eudEle,notPer",0.310837,0.353406,0.353580,0.310837,0.531887,0.234623,0.233490,6523.944444,1.000000
Palaeognathae,6,100000,astral-bp,"aptHaa,aptOwe,aptRow,cryCin,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut","casCas,droNov",1.964429,2.706980,2.708586,1.964429,0.955579,0.022441,0.021980,13379.666667,1.000000
Palaeognathae,6,10,astral-bp,"aptHaa,aptOwe","aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",inf,0.693147,inf,inf,1.000000,0.000000,0.000000,2.000000,0.866667
Palaeognathae,6,10,astral-bp,"aptHaa,aptOwe,aptRow","casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",inf,0.693147,inf,inf,1.000000,0.000000,0.000000,2.000000,0.866667
Palaeognathae,6,10,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,rheAme,rhePen","cryCin,eudEle,galGal,notPer,strCam,tinGut",inf,0.287682,inf,inf,1.000000,0.000000,0.000000,1.000000,0.666667
Palaeognathae,6,10,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,notPer,rheAme,rhePen","cryCin,eudEle,galGal,strCam,tinGut",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
Palaeognathae,6,10,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,eudEle,notPer,rheAme,rhePen","cryCin,galGal,strCam,tinGut",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
Palaeognathae,6,10,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,eudEle,notPer,rheAme,rhePen,strCam","cryCin,galGal,tinGut",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
Palaeognathae,6,10,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam","cryCin,tinGut",inf,0.287682,inf,inf,1.000000,0.000000,0.000000,1.000000,0.666667
Palaeognathae,6,10,astral-bp,"aptHaa,aptOwe,aptRow,cryCin,eudEle,galGal,notPer,strCam,tinGut","casCas,droNov,rheAme,rhePen",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
Palaeognathae,6,10,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,strCam,tinGut","rheAme,rhePen",inf,0.980829,inf,inf,1.000000,0.000000,0.000000,3.000000,0.952381
Palaeognathae,6,10,astral-bp,"aptHaa,aptOwe,aptRow,cryCin,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut","casCas,droNov",inf,0.287682,inf,inf,1.000000,0.000000,0.000000,1.000000,0.666667
Palaeognathae,6,50,astral-bp,"aptHaa,aptOwe","aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",inf,1.540445,inf,inf,1.000000,0.000000,0.000000,6.000000,0.998174
Palaeognathae,6,50,astral-bp,"aptHaa,aptOwe,aptRow","casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",inf,1.949871,inf,inf,1.000000,0.000000,0.000000,9.541667,0.999963
Palaeognathae,6,50,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,rheAme,rhePen","cryCin,eudEle,galGal,notPer,strCam,tinGut",0.094466,0.000000,0.098782,0.094466,0.396040,0.247525,0.356436,5.050000,0.406667
Palaeognathae,6,50,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,rheAme,rhePen,strCam","cryCin,eudEle,galGal,notPer,tinGut",0.297168,0.093526,0.336472,0.297168,0.523810,0.047619,0.428571,3.000000,0.487464
Palaeognathae,6,50,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,galGal,rheAme,rhePen,strCam","cryCin,eudEle,notPer,tinGut",inf,1.921813,inf,inf,1.000000,0.000000,0.000000,9.250000,0.999949
Palaeognathae,6,50,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam","cryCin,tinGut",0.925125,0.441833,1.203973,0.925125,0.800000,0.200000,0.000000,2.500000,0.772296
Palaeognathae,6,50,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,galGal,rheAme,rhePen,strCam,tinGut","eudEle,notPer",0.567143,0.105361,0.693147,0.567143,0.666667,0.000000,0.333333,1.500000,0.535898
Palaeognathae,6,50,astral-bp,"aptHaa,aptOwe,aptRow,cryCin,eudEle,galGal,notPer,strCam,tinGut","casCas,droNov,rheAme,rhePen",0.225182,0.000000,0.248461,0.225182,0.480000,0.040000,0.480000,2.083333,0.410734
Palaeognathae,6,50,astral-bp,"aptHaa,aptOwe,aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,strCam,tinGut","rheAme,rhePen",inf,2.188960,inf,inf,1.000000,0.000000,0.000000,12.388889,0.999998
Palaeognathae,6,50,astral-bp,"aptHaa,aptOwe,aptRow,cryCin,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut","casCas,droNov",2.690707,1.540445,3.705409,2.690707,0.983607,0.016393,0.000000,6.777778,0.998875
Palaeognathae,6,100,astral-bp,"aptHaa,aptOwe","aptRow,casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",1.326725,1.203973,1.791759,1.326725,0.888889,0.111111,0.000000,9.000000,0.998579
Palaeognathae,6,100,astral-bp,"aptHaa,aptOwe,aptRow","casCas,cryCin,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam,tinGut",inf,2.541894,inf,inf,1.000000,0.000000,0.000000,18.055556,1.000000
Palaeognathae,6,100,astral-bp,"aptHaa,aptOwe,aptRow,galGal","casCas,cryCin,droNov,eudEle,notPer,rheAme,rhePen,strCam,tinGut",0.093417,0.031749,0.097638,0.093417,0.395349,0.255814,0.348837,8.600000,0.434111
Palaeognathae,6,100,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,galGal,rheAme,rhePen,strCam","cryCin,eudEle,notPer,tinGut",inf,2.520381,inf,inf,1.000000,0.000000,0.000000,17.650000,1.000000
Palaeognathae,6,100,astral-bp,"aptHaa,aptOwe,aptRow,casCas,droNov,eudEle,galGal,notPer,rheAme,rhePen,strCam","cryCin,tinGut",1.915152,1.631417,2.639057,1.915152,0.952381,0.047619,0.000000,10.500000,0.999927
